,step,x,y,z,person
24127,30.6,2.6015,4.3313,0.19068,7
24128,30.63,2.9556,4.018,0.42223,7
24129,30.66,3.3369999999999997,4.8625,0.19068,7
24130,30.69,3.7184,6.8238,0.10895999999999999,7
24131,30.72,4.1814,9.9156,-0.23155,7
24132,30.75,3.7592,13.020999999999999,-0.42223,7
24133,30.78,2.9148,14.86,0.6946399999999999,7
24134,30.81,3.9908,15.895,2.6015,7
24135,30.84,5.2847,14.437999999999999,3.5958,7
24136,30.87,6.279,12.49,1.8387,7
24137,30.9,5.0531,9.1529,-0.95342,7
24138,30.93,2.1793,5.7478,-1.6889,7
24139,30.96,4.2087,5.9793,-1.9477,7
24140,30.99,8.0496,7.0826,-4.8216,7
24141,31.02,9.3027,6.0883,-5.6252,7
24142,31.05,7.246,4.3721,-1.757,7
24143,31.08,3.7865,4.8625,1.1169,7
24144,31.11,2.4517,5.093999999999999,1.6481,7
24145,31.14,1.6072,5.5571,0.84446,7
24146,31.17,1.185,6.4424,-0.081722,7
24147,31.2,1.5663,7.3958,0.34051,7
24148,31.23,2.8739,7.3958,1.2258,7
24149,31.26,3.1463,8.1177,1.3757,7
24150,31.29,2.6015,9.1529,1.2258,7
24151,31.32,2.9556,10.842,1.0759999999999998,7
24152,31.35,3.6775,12.64,0.72188,7
24153,31.38,3.1735,12.762,1.4982,7
24154,31.41,2.8739,12.408,1.6889,7
24155,31.44,5.3664,12.599,-0.081722,7
24156,31.47,6.8919,11.605,-2.3018,7
24157,31.5,5.0123,9.2346,-3.2144,7
24158,31.53,3.2961,8.1586,-1.7298,7
24159,31.56,2.1519999999999997,8.1995,-1.3348,7
24160,31.59,2.0703,8.5808,-1.5663,7
24161,31.62,2.9829,6.9328,-0.6946399999999999,7
24162,31.65,3.4051,4.6309,0.65378,7
24163,31.68,2.6423,3.909,1.3076,7
24164,31.71,1.8796,5.0123,0.72188,7
24165,31.74,2.3699,7.0145,-0.14982,7
24166,31.77,3.0237,8.8532,-0.38137,7
24167,31.8,2.3699,10.147,-0.081722,7
24168,31.83,1.7979,10.842,0.84446,7
24169,31.86,2.9556,11.455,1.4574,7
24170,31.89,3.3369999999999997,12.49,1.4574,7
24171,31.92,2.1793,12.449000000000002,1.7979,7
24172,31.95,4.2904,12.953,1.4982,7
24173,31.98,7.1643,12.177,-0.72188,7
24174,32.01,6.8238,9.3027,-0.84446,7
24175,32.04,7.7364,8.1177,-0.65378,7
24176,32.07,8.1586,6.3198,-0.95342,7
24177,32.1,6.2109,5.4345,-0.5311899999999999,7
24178,32.13,2.5334,6.2381,-0.91256,7
24179,32.16,0.31327,6.3198,-1.3757,7
24180,32.19,-0.46308999999999995,6.5105,-0.38137,7
24181,32.22,1.1441,5.5162,1.2667,7
24182,32.25,2.9148,4.8216,1.757,7
24183,32.28,3.1054,7.1234,1.4574,7
24184,32.31,2.4517,10.924000000000001,1.3076,7
24185,32.34,1.6072,13.484000000000002,1.4165,7
24186,32.37,2.6015,14.56,1.6889,7
24187,32.4,3.8273,13.062000000000001,1.8796,7
24188,32.43,3.9499,11.959000000000001,1.185,7
24189,32.46,5.6252,11.918,-0.91256,7
24190,32.49,6.279,11.373,-3.8273,7
24191,32.52,4.6718,10.187999999999999,-4.3313,7
24192,32.55,3.1463,9.2755,-2.9148,7
24193,32.58,1.6889,8.1586,-1.9205,7
24194,32.61,1.6072,7.3141,-1.3757,7
24195,32.64,2.0294,5.6252,-0.5311899999999999,7
24196,32.67,2.6015,4.2087,-0.14982,7
24197,32.7,2.7649,3.3369999999999997,-0.040861,7
24198,32.73,2.6832,3.4051,0.19068,7
24199,32.76,3.1735,5.093999999999999,0.27241,7
24200,32.79,4.3313,8.4719,-0.14982,7
24201,32.82,5.093999999999999,12.449000000000002,-1.0759999999999998,7
24202,32.85,4.1814,15.364,0.23155,7
24203,32.88,3.7865,15.936,1.9886,7
24204,32.91,4.3994,14.819,3.5685,7
24205,32.94,5.4073,13.675,2.261,7
24206,32.97,4.6309,10.379000000000001,0.0,7
24207,33.0,4.018,8.1995,-0.8853200000000001,7
24208,33.03,6.6604,8.6898,-3.5277,7
24209,33.06,8.8532,7.2733,-6.9328,7
24210,33.09,8.3901,4.3721,-4.2495,7
24211,33.12,6.0202,3.2961,-0.99429,7
24212,33.15,3.2553,3.6775,0.34051,7
24213,33.18,1.757,4.2087,0.8853200000000001,7
24214,33.21,1.2667,4.7944,0.8853200000000001,7
24215,33.24,0.95342,5.4345,-0.081722,7
24216,33.27,1.5391,7.2052,-0.50395,7
24217,33.3,2.1112,8.6217,0.14982,7
24218,33.33,1.8796,9.7249,1.6072,7
24219,33.36,1.3757,11.754000000000001,2.4108,7
24220,33.39,1.4165,13.757,2.0294,7
24221,33.42,1.5663,14.329,2.2201,7
24222,33.45,1.6072,12.870999999999999,1.8796,7
24223,33.48,3.909,11.918,0.46308999999999995,7
24224,33.510999999999996,8.1995,11.686,-1.7979,7
24225,33.54,8.1586,10.569,-4.7126,7
24226,33.621,6.0883,9.507,-3.9499,7
24227,33.681,2.4925,6.851,1.4982,7
24228,33.725,1.8796,9.2346,1.6072,7
24229,33.76,0.95342,12.027000000000001,1.5391,7
24230,33.79,1.3757,14.600999999999999,1.7298,7
24231,33.82,2.4108,14.56,2.2201,7
24232,33.898,3.1054,12.599,1.9477,7
24233,33.941,3.0646,7.7772,0.84446,7
24234,33.98,3.5685,8.8941,0.38137,7
24235,34.01,3.8273,8.431000000000001,1.3757,7
24236,34.04,4.1406,8.4719,3.4459,7
24237,34.07,3.5277,9.5751,3.4051,7
24238,34.11,3.6775,9.8066,1.6889,7
24239,34.141,4.4402,9.2755,0.8853200000000001,7
24240,34.17,3.8273,8.1177,1.4574,7
24241,34.201,2.7649,7.7772,2.6832,7
24242,34.24,3.2961,7.1643,3.1054,7
24243,34.271,3.7592,7.5048,1.6481,7
24244,34.3,3.909,8.9213,0.19068,7
24245,34.33,3.7592,9.5342,-0.57205,7
24246,34.361,3.7184,9.5342,-0.8853200000000001,7
24247,34.391,4.8216,10.338,-1.7298,7
24248,34.42,4.2495,10.76,-1.0351,7
24249,34.45,2.261,10.61,0.19068,7
24250,34.481,2.5606,8.4991,0.57205,7
24251,34.521,2.9148,7.3958,0.19068,7
24252,34.57,3.5277,8.431000000000001,-0.42223,7
24253,34.6,2.1793,10.079,0.0,7
24254,34.63,2.2201,9.3844,0.5311899999999999,7
24255,34.67,2.4517,8.8532,0.27241,7
24256,34.71,1.8796,8.8532,-0.10895999999999999,7
24257,34.75,1.3076,9.2755,-0.38137,7
24258,34.78,0.8036,9.4661,-0.46308999999999995,7
24259,34.81,0.61292,9.7249,-0.50395,7
24260,34.84,0.9261799999999999,9.616,-1.3348,7
24261,34.871,0.27241,10.038,-1.4982,7
24262,34.9,-0.040861,9.3436,-1.3076,7
24263,34.931,0.31327,8.2403,-1.2258,7
24264,34.96,0.99429,8.1177,-1.3348,7
24265,34.991,3.6775,11.754000000000001,-2.6423,7
24266,35.021,7.0826,11.985999999999999,-1.5663,7
24267,35.06,7.5457,8.6217,1.8796,7
24268,35.09,5.4073,9.8884,0.42223,7
24269,35.12,3.909,9.112,-0.99429,7
24270,35.15,2.3699,8.6625,-0.8853200000000001,7
24271,35.18,2.0703,7.9679,0.31327,7
24272,35.21,3.3778,6.7421,1.6481,7
24273,35.25,4.7944,6.279,2.1112,7
24274,35.29,5.1349,7.0826,1.0351,7
24275,35.32,4.522,7.7772,1.2667,7
24276,35.361,3.5958,8.6217,2.2201,7
24277,35.412,2.9829,9.6977,3.4459,7
24278,35.45,2.7922,9.2755,2.6832,7
24279,35.49,2.7241,9.1937,2.261,7
24280,35.52,3.1463,9.3844,2.0294,7
24281,35.551,5.8567,11.114,0.84446,7
24282,35.592,6.2381,12.449000000000002,-1.1441,7
24283,35.65,3.7865,12.299000000000001,-1.9477,7
24284,35.692,6.0474,9.1529,1.0759999999999998,7
24285,35.73,6.5105,6.7421,1.6481,7
24286,35.77,4.3994,4.6037,1.4982,7
24287,35.8,2.4108,4.1406,0.8853200000000001,7
24288,35.830999999999996,1.3076,4.2904,0.27241,7
24289,35.86,1.7298,5.7478,-0.57205,7
24290,35.89,2.3018,7.4639999999999995,-0.8036,7
24291,35.92,1.9477,8.2403,0.081722,7
24292,35.951,1.8796,9.112,1.5391,7
24293,35.98,2.3699,10.27,1.9205,7
24294,36.010999999999996,2.9829,11.835999999999999,1.5663,7
24295,36.04,2.7649,12.027000000000001,2.3427,7
24296,36.07,2.9829,11.686,2.4925,7
24297,36.1,6.17,12.408,0.9261799999999999,7
24298,36.131,7.1643,9.112,2.261,7
24299,36.16,6.9736,7.5048,1.8796,7
24300,36.19,8.9622,7.9270000000000005,-0.040861,7
24301,36.221,9.9565,7.7364,-0.14982,7
24302,36.25,7.2733,7.8862,0.57205,7
24303,36.28,2.7922,10.038,0.6946399999999999,7
24304,36.31,1.1441,9.8066,1.2258,7
24305,36.34,1.0351,8.0769,1.9205,7
24306,36.37,1.0759999999999998,6.2381,1.8387,7
24307,36.4,1.5391,4.9442,1.3757,7
24308,36.431,2.0294,4.6037,1.185,7
24309,36.486,2.1519999999999997,6.8238,1.9205,7
24310,36.53,2.3018,9.112,3.2144,7
24311,36.571,3.6775,9.0848,2.9829,7
24312,36.601,5.3664,10.569,2.9148,7
24313,36.64,5.0531,11.264000000000001,3.5277,7
24314,36.67,5.0123,12.572000000000001,2.9829,7
24315,36.7,5.6661,12.217,1.2258,7
24316,36.73,4.4402,9.9973,0.19068,7
24317,36.76,3.2553,7.9270000000000005,-0.27241,7
24318,36.79,3.0646,7.6274,-0.50395,7
24319,36.82,4.1814,8.3084,-0.57205,7
24320,36.86,5.0531,7.6955,0.61292,7
24321,36.89,3.8273,5.8567,2.1112,7
24322,36.92,1.6889,5.598,1.7298,7
24323,36.95,1.757,5.2847,0.9261799999999999,7
24324,36.98,3.3369999999999997,5.9385,0.57205,7
24325,37.01,4.8216,7.1234,0.46308999999999995,7
24326,37.049,4.522,8.8941,0.42223,7
24327,37.080999999999996,3.0237,9.0848,1.2258,7
24328,37.11,3.0646,9.3844,1.7979,7
24329,37.141,3.5958,10.800999999999998,2.4517,7
24330,37.17,3.7184,11.605,3.3369999999999997,7
24331,37.201,2.8739,10.61,2.7922,7
24332,37.24,3.4459,9.507,1.7979,7
24333,37.28,7.0145,9.5751,0.46308999999999995,7
24334,37.31,6.5105,7.5457,1.7298,7
24335,37.35,7.3141,7.246,1.7298,7
24336,37.381,7.0553,7.2052,1.3757,7
24337,37.41,4.1406,7.6274,1.3757,7
24338,37.45,2.3427,7.7364,1.6481,7
24339,37.48,1.5391,6.8238,1.8387,7
24340,37.51,1.9886,5.7886,2.3427,7
24341,37.54,3.0237,5.4073,2.5334,7
24342,37.57,3.1463,6.4424,1.9886,7
24343,37.6,2.833,8.0496,2.1519999999999997,7
24344,37.63,2.6423,8.9213,2.9556,7
24345,37.661,2.9556,9.0848,2.9148,7
24346,37.69,4.1814,9.7249,2.6832,7
24347,37.72,5.093999999999999,10.61,3.1054,7
24348,37.75,5.1349,11.754000000000001,2.8739,7
24349,37.78,8.0769,13.062000000000001,1.4165,7
24350,37.811,6.9736,11.564,-0.23155,7
24351,37.84,3.8273,9.1529,-0.040861,7
24352,37.87,2.5606,8.1586,0.46308999999999995,7
24353,37.9,3.2144,8.2812,1.1169,7
24354,37.94,4.6037,6.5514,1.6481,7
24355,37.97,2.9829,4.0997,1.2667,7
24356,38.0,1.4574,3.7592,0.61292,7
24357,38.03,1.9886,4.7944,-0.14982,7
24358,38.07,3.909,5.9385,-1.0351,7
24359,38.102,5.1757,7.8862,-0.23155,7
24360,38.14,3.8682,9.7249,0.8036,7
24361,38.17,2.7922,11.918,2.7649,7
24362,38.2,3.8682,12.177,2.7649,7
24363,38.23,5.0531,11.686,2.2201,7
24364,38.26,5.3664,10.42,1.3076,7
24365,38.29,8.2403,10.800999999999998,-0.65378,7
24366,38.328,8.8124,9.9156,-2.6832,7
24367,38.36,9.5751,9.0848,-2.3427,7
24368,38.39,10.147,8.2403,-1.9477,7
24369,38.42,7.9270000000000005,7.1643,-0.040861,7
24370,38.45,3.9499,6.4016,1.1169,7
24371,38.481,1.1169,4.5628,0.65378,7
24372,38.51,-0.29965,3.7592,-0.040861,7
24373,38.54,-0.8853200000000001,3.6366,-0.23155,7
24374,38.57,-0.040861,4.2495,0.10895999999999999,7
24375,38.609,1.8387,6.9328,0.10895999999999999,7
24376,38.641999999999996,0.84446,12.530999999999999,2.7241,7
24377,38.68,1.5663,14.628,5.1757,7
24378,38.711,5.5571,11.795,4.2495,7
24379,38.74,5.0531,11.222999999999999,1.9477,7
24380,38.771,5.8567,12.068,0.5311899999999999,7
24381,38.8,9.4661,13.565999999999999,-1.8387,7
24382,38.83,8.4719,12.912,-5.202999999999999,7
24383,38.86,5.4073,10.883,-4.522,7
24384,38.891,3.7184,10.147,-2.6015,7
24385,38.92,1.2258,9.0848,-0.6946399999999999,7
24386,38.95,-0.081722,7.1234,1.4982,7
24387,38.98,0.10895999999999999,4.6037,2.9829,7
24388,39.010999999999996,0.10895999999999999,3.3369999999999997,2.5606,7
24389,39.053000000000004,-0.19068,3.8682,0.5311899999999999,7
24390,39.092,-0.14982,5.7886,-0.42223,7
24391,39.13,-0.10895999999999999,9.0848,-0.10895999999999999,7
24392,39.177,-1.757,13.402000000000001,1.3076,7
24393,39.21,-0.040861,13.144,5.0123,7
24394,39.251,0.081722,13.484000000000002,2.7649,7
24395,39.28,0.081722,11.754000000000001,2.6423,7
24396,39.312,1.8796,11.959000000000001,1.9205,7
24397,39.35,4.2087,10.187999999999999,0.50395,7
24398,39.39,5.5571,8.3901,-1.1441,7
24399,39.421,9.1529,10.079,-3.909,7
24400,39.46,10.038,7.0553,-1.1441,7
24401,39.49,4.9033,6.6331,2.1793,7
24402,39.52,1.9886,5.9385,1.3076,7
24403,39.55,-0.50395,5.7069,0.5311899999999999,7
24404,39.58,-1.9477,5.9793,0.6946399999999999,7
24405,39.61,-0.50395,5.2438,1.3076,7
24406,39.64,2.6015,5.3256,1.2258,7
24407,39.671,5.093999999999999,6.5105,1.3076,7
24408,39.7,5.3256,8.9622,1.9886,7
24409,39.73,3.8682,11.564,2.6015,7
24410,39.76,3.7592,12.79,2.6015,7
24411,39.79,4.8216,12.449000000000002,2.2201,7
24412,39.82,4.3721,10.76,1.8796,7
24413,39.85,3.0237,10.038,1.2667,7
24414,39.88,4.6309,11.032,-0.34051,7
24415,39.91,5.598,12.217,-1.5663,7
24416,39.94,3.6366,12.217,-2.3427,7
24417,39.97,1.1441,11.305,-1.8387,7
24418,40.0,-0.081722,10.950999999999999,-1.2667,7
24419,40.031,0.57205,10.379000000000001,-0.72188,7
24420,40.06,2.0294,7.6274,0.081722,7
24421,40.09,2.5334,4.8625,0.42223,7
24422,40.12,1.6072,3.2144,0.23155,7
24423,40.15,1.3348,2.6015,-0.23155,7
24424,40.19,2.9829,3.4051,-1.2667,7
24425,40.22,5.5571,7.1643,-2.6423,7
24426,40.25,5.5571,10.147,-2.9829,7
24427,40.28,2.9556,13.797,-0.6946399999999999,7
24428,40.31,0.95342,15.472999999999999,2.5606,7
24429,40.35,1.9205,12.98,5.1757,7
24430,40.381,4.8625,12.299000000000001,2.6832,7
24431,40.42,8.6217,12.870999999999999,-1.2667,7
24432,40.452,7.1234,10.311,-2.9829,7
24433,40.49,8.2812,7.355,-2.0703,7
24434,40.53,8.8532,5.4073,-0.8853200000000001,7
24435,40.561,3.6775,6.3198,-0.8036,7
24436,40.591,0.0,7.6955,-0.99429,7
24437,40.621,-0.76274,6.5105,1.8796,7
24438,40.650999999999996,0.38137,4.9033,1.5391,7
24439,40.681,1.9477,4.018,1.0759999999999998,7
24440,40.71,2.4925,5.0531,2.0294,7
24441,40.749,1.9205,7.6683,2.1112,7
24442,40.78,1.9477,11.114,1.5663,7
24443,40.81,2.4517,12.912,1.9886,7
24444,40.84,3.4051,13.144,2.0294,7
24445,40.87,3.4051,12.027000000000001,2.3018,7
24446,40.9,3.2961,11.918,0.65378,7
24447,40.93,4.7535,12.64,-2.3427,7
24448,40.96,3.3778,11.877,-3.1054,7
24449,40.99,2.261,9.7658,-1.7298,7
24450,41.02,2.6832,8.6625,-2.2201,7
24451,41.05,2.9148,8.8532,-2.3018,7
24452,41.09,3.5277,8.0496,-1.8796,7
24453,41.12,3.909,6.0883,-0.081722,7
24454,41.15,2.7649,5.5571,0.14982,7
24455,41.18,1.0759999999999998,5.7478,-0.5311899999999999,7
24456,41.21,1.1441,5.6661,-1.3348,7
24457,41.24,2.4108,5.7069,-1.7979,7
24458,41.27,3.4051,6.851,-1.3348,7
24459,41.31,2.3427,8.8124,0.14982,7
24460,41.341,1.4574,12.408,2.3699,7
24461,41.37,1.9886,13.293,0.46308999999999995,7
24462,41.41,2.6832,13.988,0.65378,7
24463,41.44,5.093999999999999,13.947000000000001,-0.6946399999999999,7
24464,41.47,4.9033,9.8066,-1.5255,7
24465,41.5,8.2812,9.0848,-2.7922,7
24466,41.53,11.564,6.8919,-2.261,7
24467,41.614,5.6661,8.1586,1.0351,7
24468,41.65,2.1519999999999997,9.3844,1.5391,7
24469,41.68,0.9261799999999999,9.112,1.2667,7
24470,41.71,0.95342,7.6683,0.99429,7
24471,41.74,2.1112,6.279,0.84446,7
24472,41.77,2.9148,5.7069,0.99429,7
24473,41.8,2.5334,6.1292,1.0759999999999998,7
24474,41.83,1.757,7.355,1.0759999999999998,7
24475,41.86,1.185,8.6898,1.4574,7
24476,41.89,0.61292,9.8475,1.5391,7
24477,41.92,0.50395,10.651,1.6072,7
24478,41.95,1.2258,11.536,1.7979,7
24479,41.98,2.4517,11.918,1.3348,7
24480,42.01,2.4925,10.950999999999999,1.185,7
24481,42.04,3.3369999999999997,11.495999999999999,1.4574,7
24482,42.07,7.0145,13.443,0.27241,7
24483,42.1,6.851,11.645,-1.4574,7
24484,42.13,4.6718,8.54,-1.4982,7
24485,42.16,3.7865,7.7772,-1.3076,7
24486,42.19,3.4868,8.1586,-1.2667,7
24487,42.22,3.9908,8.54,-0.76274,7
24488,42.25,3.9499,7.4639999999999995,0.34051,7
24489,42.28,2.8739,6.4016,1.4982,7
24490,42.31,1.9477,6.3607,1.4982,7
24491,42.34,1.9477,6.851,0.99429,7
24492,42.37,2.4925,7.246,0.38137,7
24493,42.4,2.4517,7.2052,0.34051,7
24494,42.43,2.1793,7.8862,0.23155,7
24495,42.46,2.1112,8.54,0.31327,7
24496,42.49,2.7922,9.3844,0.50395,7
24497,42.52,3.2961,11.073,0.72188,7
24498,42.55,1.6072,12.367,0.8853200000000001,7
24499,42.58,0.38137,11.455,1.2667,7
24500,42.61,0.19068,11.373,1.3348,7
24501,42.64,2.2201,12.068,0.9261799999999999,7
24502,42.67,6.0474,9.7249,0.61292,7
24503,42.7,8.0088,7.9679,0.27241,7
24504,42.772,9.7249,7.9679,-0.040861,7
24505,42.843,2.3427,9.6568,0.19068,7
24506,42.886,2.6423,11.985999999999999,0.10895999999999999,7
24507,42.92,1.1169,12.177,1.0351,7
24508,42.95,3.4051,11.564,0.31327,7
24509,42.98,7.0145,11.345999999999998,-1.1441,7
24510,43.01,7.1234,9.3844,-1.2258,7
24511,43.04,6.851,8.6898,-0.91256,7
24512,43.07,7.6683,8.0496,-1.0351,7
24513,43.1,7.2052,7.0553,-0.99429,7
24514,43.13,3.9908,7.9679,-0.57205,7
24515,43.16,1.2258,8.2812,-0.38137,7
24516,43.19,0.10895999999999999,7.5865,-0.040861,7
24517,43.22,0.8036,6.1292,0.50395,7
24518,43.25,2.1519999999999997,5.2847,0.8853200000000001,7
24519,43.28,3.1054,5.8295,0.95342,7
24520,43.31,3.3369999999999997,7.5865,0.95342,7
24521,43.34,2.6832,9.7658,0.95342,7
24522,43.37,1.9477,10.61,1.185,7
24523,43.4,2.6015,11.222999999999999,1.0759999999999998,7
24524,43.43,3.5277,12.367,0.10895999999999999,7
24525,43.46,3.2144,12.49,0.27241,7
24526,43.49,3.5958,11.918,0.76274,7
24527,43.52,5.8567,11.564,-0.84446,7
24528,43.55,6.5105,10.038,-2.1112,7
24529,43.58,5.598,8.1995,-2.1793,7
24530,43.61,3.4868,7.6683,-1.8387,7
24531,43.64,2.9829,7.9679,-1.3757,7
24532,43.67,4.1406,7.8862,-0.6946399999999999,7
24533,43.7,4.522,7.0145,0.040861,7
24534,43.73,3.7865,6.17,0.14982,7
24535,43.76,3.1735,5.9385,-0.42223,7
24536,43.79,3.0237,6.5922,-1.0351,7
24537,43.82,3.2144,7.6955,-1.5663,7
24538,43.85,3.5685,8.8124,-1.4982,7
24539,43.88,3.1054,8.8124,-0.6946399999999999,7
24540,43.91,2.833,9.1937,0.0,7
24541,43.94,2.7922,9.9973,0.10895999999999999,7
24542,43.97,1.6481,10.651,0.38137,7
24543,44.0,0.50395,11.414000000000001,0.42223,7
24544,44.03,2.3699,12.299000000000001,-0.081722,7
24545,44.06,5.6252,11.835999999999999,-0.29965,7
24546,44.09,6.7421,9.8066,0.31327,7
24547,44.12,6.8919,8.2403,-0.23155,7
24548,44.15,7.1643,7.4639999999999995,-1.0759999999999998,7
24549,44.18,6.0883,7.0145,0.081722,7
24550,44.21,2.5334,8.3901,0.57205,7
24551,44.24,1.4165,8.1177,0.10895999999999999,7
24552,44.27,2.261,6.4016,0.84446,7
24553,44.3,2.7922,5.093999999999999,1.185,7
24554,44.33,2.5606,5.0123,0.8853200000000001,7
24555,44.36,2.4517,6.4697,0.76274,7
24556,44.39,2.4108,9.0848,0.9261799999999999,7
24557,44.42,2.0294,11.222999999999999,0.8036,7
24558,44.45,1.7979,12.068,1.3076,7
24559,44.48,2.3427,11.536,1.4574,7
24560,44.51,3.2961,11.536,0.99429,7
24561,44.54,3.1054,11.645,0.8853200000000001,7
24562,44.57,3.6366,11.727,0.46308999999999995,7
24563,44.6,6.3607,10.924000000000001,-0.99429,7
24564,44.63,6.17,9.616,-2.1793,7
24565,44.66,4.522,8.431000000000001,-2.4517,7
24566,44.69,3.5685,8.8532,-2.6015,7
24567,44.72,3.4459,9.9565,-2.7513,7
24568,44.75,4.0589,9.8884,-2.261,7
24569,44.78,2.833,7.5457,-0.61292,7
24570,44.81,2.4517,4.8625,1.1441,7
24571,44.84,2.6832,4.2495,1.4574,7
24572,44.87,1.6889,5.4073,0.10895999999999999,7
24573,44.9,1.9205,7.0826,-0.50395,7
24574,44.93,2.261,7.7772,-0.081722,7
24575,44.96,3.1463,8.431000000000001,0.42223,7
24576,44.99,4.0997,10.732999999999999,-0.14982,7
24577,45.02,4.0997,12.572000000000001,-0.65378,7
24578,45.05,3.5277,12.408,0.50395,7
24579,45.08,3.5958,12.34,1.0351,7
24580,45.11,5.7886,11.686,-0.99429,7
24581,45.14,8.8532,7.8862,-0.6946399999999999,7
24582,45.17,9.9973,5.8295,-0.34051,7
24583,45.2,9.9565,5.4345,-0.99429,7
24584,45.23,7.7772,5.5162,0.72188,7
24585,45.26,4.3313,5.5571,1.3076,7
24586,45.29,1.9477,4.3313,0.65378,7
24587,45.32,1.6481,3.6366,-0.040861,7
24588,45.35,2.7922,5.4754,-0.91256,7
24589,45.38,1.6889,9.3027,-3.7592,7
24590,45.41,-0.91256,12.367,-3.4868,7
24591,45.44,-0.081722,11.877,1.757,7
24592,45.47,5.0123,10.147,5.7886,7
24593,45.5,3.7865,10.187999999999999,2.7922,7
24594,45.53,2.9148,9.5342,-0.84446,7
24595,45.56,3.5685,10.46,-1.8796,7
24596,45.59,3.6775,11.795,-1.185,7
24597,45.62,3.2961,12.299000000000001,-0.14982,7
24598,45.65,5.6661,12.530999999999999,-1.3348,7
24599,45.68,6.4424,10.924000000000001,-2.1793,7
24600,45.71,5.3664,8.54,-2.2201,7
24601,45.74,4.2495,7.8589,-1.8796,7
24602,45.77,3.9908,8.0496,-1.4574,7
24603,45.8,4.1814,7.246,-0.6946399999999999,7
24604,45.83,4.2087,5.9793,-0.19068,7
24605,45.86,3.8682,4.7944,0.23155,7
24606,45.89,2.6832,5.0531,0.23155,7
24607,45.92,2.1112,6.3198,-0.34051,7
24608,45.95,2.3018,7.9270000000000005,-0.8036,7
24609,45.98,2.1793,8.9213,-0.50395,7
24610,46.01,1.9205,8.9622,0.27241,7
24611,46.04,2.8739,9.4253,0.61292,7
24612,46.07,3.8273,10.992,-0.081722,7
24613,46.1,3.3369999999999997,12.681,-0.14982,7
24614,46.13,2.9829,12.572000000000001,0.19068,7
24615,46.16,5.6252,12.027000000000001,-0.61292,7
24616,46.19,8.3493,10.924000000000001,-1.4165,7
24617,46.22,7.6274,8.5808,-1.6072,7
24618,46.25,6.7421,7.1643,-1.8796,7
24619,46.28,6.5514,6.0883,-1.6481,7
24620,46.31,5.2438,5.6661,-0.8853200000000001,7
24621,46.34,3.8273,6.851,-0.8036,7
24622,46.37,3.1735,7.7772,-1.0351,7
24623,46.4,3.1735,7.4639999999999995,0.10895999999999999,7
24624,46.43,3.1054,6.6331,0.5311899999999999,7
24625,46.46,2.9556,6.0474,0.040861,7
24626,46.49,2.7241,5.9793,0.27241,7
24627,46.52,2.4108,7.2733,0.9261799999999999,7
24628,46.55,2.6015,9.003,1.3348,7
24629,46.58,2.8739,9.8066,1.5391,7
24630,46.61,3.9499,10.950999999999999,0.9261799999999999,7
24631,46.64,4.7535,12.299000000000001,0.34051,7
24632,46.67,4.985,13.184000000000001,-0.040861,7
24633,46.7,6.279,12.762,-1.0759999999999998,7
24634,46.73,6.5105,10.883,-2.3018,7
24635,46.76,4.9442,8.8941,-2.6015,7
24636,46.808,3.1054,8.0496,-1.9477,7
24637,46.84,3.3778,8.1586,-1.2258,7
24638,46.87,4.1814,6.8238,-0.65378,7
24639,46.9,3.6366,5.1757,0.19068,7
24640,46.93,2.5334,4.6718,0.42223,7
24641,46.96,1.9886,5.3664,0.081722,7
24642,46.99,2.4925,7.1234,-0.76274,7
24643,47.02,2.6832,8.6217,-0.8036,7
24644,47.05,2.0703,9.8475,-0.14982,7
24645,47.08,1.8387,10.42,0.10895999999999999,7
24646,47.11,3.5685,10.800999999999998,-0.10895999999999999,7
24647,47.14,4.2904,11.835999999999999,-0.61292,7
24648,47.17,2.5606,11.959000000000001,-0.65378,7
24649,47.2,3.1463,11.373,-0.6946399999999999,7
24650,47.23,6.279,10.732999999999999,-0.91256,7
24651,47.26,7.3141,8.8532,-0.65378,7
24652,47.29,7.6274,7.5457,-0.65378,7
24653,47.323,8.5808,7.5457,-0.65378,7
24654,47.36,6.279,8.3493,0.19068,7
24655,47.39,3.4868,8.1586,-0.34051,7
24656,47.42,1.2667,7.246,-1.0351,7
24657,47.45,0.61292,6.3198,-0.84446,7
24658,47.48,1.757,5.4073,-0.27241,7
24659,47.51,3.0646,4.9033,0.10895999999999999,7
24660,47.54,3.7592,5.4754,0.19068,7
24661,47.57,3.8682,6.851,0.46308999999999995,7
24662,47.6,3.7592,8.8124,0.99429,7
24663,47.63,3.1463,10.76,1.2258,7
24664,47.66,3.8273,12.572000000000001,0.23155,7
24665,47.69,5.0123,12.953,-1.3076,7
24666,47.72,4.6718,12.149000000000001,-0.76274,7
24667,47.75,4.9033,10.992,-0.46308999999999995,7
24668,47.78,6.8919,10.46,-2.3699,7
24669,47.81,6.4697,9.4661,-3.4868,7
24670,47.84,4.7944,8.3084,-3.0237,7
24671,47.87,3.2961,8.431000000000001,-2.5606,7
24672,47.9,2.6423,9.0439,-2.9556,7
24673,47.93,3.5685,8.8124,-2.6423,7
24674,47.96,4.1814,7.3958,-1.8796,7
24675,47.99,3.5685,6.2109,-1.3757,7
24676,48.02,2.7922,5.2166,-0.95342,7
24677,48.05,2.5334,3.9499,-0.46308999999999995,7
24678,48.08,2.0294,3.4868,0.27241,7
